Eatery ID,Name,Address,Latitude,Longitude,Category,Price Range,Postal Code,Hygiene Rating,Outdoor Seating,Family Friendly,Self Service
4173,Guan Hock Coffee Stall,"453A Ang Mo Kio Avenue 10, #01-33 Chong Boon Market & Food Centre",1.368189,103.8561694,"cafe, store, food, point_of_interest, establishment",3,561453,A,No,No,Yes
4174,G I Fresh Fruit Juice,"5058 Ang Mo Kio Ind Park 2, Singapore",1.3749639,103.8603027,"cafe, store, food, point_of_interest, establishment",4,569561,B,No,No,No
4175,AM:PM CAFE,"529 Ang Mo Kio Avenue 10, #01-2365, Singapore",1.3727932,103.8558016,"cafe, food, point_of_interest, establishment",3,560529,C,Yes,No,Yes
4176,De Tian Coffeeshop,"529 Ang Mo Kio Avenue 10, Singapore",1.3723622,103.8555263,"cafe, store, food, point_of_interest, establishment",3,560529,B,No,Yes,Yes
4177,Wei Ji Noodle House (伟记面家),"5036 Ang Mo Kio Ind Park 2, Singapore",1.3743588,103.8626315,"cafe, store, food, point_of_interest, establishment",2,569857,C,Yes,No,No
4178,FuLee Seafood,529 Ang Mo Kio Avenue 10,1.372282,103.8554361,"cafe, store, food, point_of_interest, establishment",1,560529,A,Yes,No,No
4179,Magic Kitchen,"529 Ang Mo Kio Avenue 10, #01-2335, Singapore",1.3722784,103.8553647,"cafe, restaurant, food, point_of_interest, establishment",1,560529,B,No,Yes,No
4180,Mana lagi,"Ang Mo Kio Avenue 10, Block 446",1.3678117,103.8551856,"cafe, store, food, point_of_interest, establishment",2,560446,B,Yes,No,Yes
4181,S-11 AMK 530 Food House,"530 Ang Mo Kio Avenue 10, #01-2379, Singapore",1.3728535,103.8555143,"cafe, store, food, point_of_interest, establishment",1,560530,A,No,No,Yes
4182,BADALING (Outlet #9),"Ang Mo Kio Avenue 10, #01-1653 Block 446",1.3678225,103.8550908,"cafe, store, food, point_of_interest, establishment",1,Unknown,B,Yes,Yes,Yes
4183,Ho Kee Old Taste Bak Kut Teh,530 Ang Mo Kio Avenue 10,1.3727461,103.855361,"cafe, store, food, point_of_interest, establishment",1,560530,B,No,Yes,Yes
4184,来记包点点心,532 Ang Mo Kio Avenue 10,1.3737829,103.8551403,"cafe, point_of_interest, food, store, establishment",1,560532,A,No,No,Yes
4185,Five Ten Western Grill,"532 Ang Mo Kio Avenue 10, #01-2473",1.3739693,103.8550241,"cafe, point_of_interest, food, store, establishment",2,Unknown,A,No,No,Yes
4186,Meadowbrewsg,"532 Ang Mo Kio Avenue 10, #01-2473B",1.373858,103.8548232,"cafe, point_of_interest, food, store, establishment",1,560532,B,Yes,No,No
4187,Sunday F&B Pte Ltd,"Blk 532 Ang Mo Kio Avenue 10, S",1.374255,103.854919,"cafe, point_of_interest, food, store, establishment",1,Unknown,B,Yes,No,Yes
4188,21 Cafe,"532 Ang Mo Kio Avenue 10, Singapore",1.3738564,103.8545514,"cafe, point_of_interest, food, store, establishment",3,560532,C,Yes,No,No
4189,Vietnamese Cuisine,"531 Ang Mo Kio Avenue 10, Singapore",1.3734478,103.85415,"cafe, point_of_interest, food, store, establishment",4,560531,C,Yes,Yes,Yes
4190,Delicatessen,2 Ang Mo Kio Drive,1.3764182,103.8561316,"cafe, point_of_interest, food, establishment",1,569869,B,Yes,Yes,No
4191,719 Cafe,"32 Ang Mo Kio Ind Park 2, #07-19",1.3762909,103.8646526,"cafe, restaurant, point_of_interest, food, store, establishment",4,569510,C,No,No,No
4192,PYROAST@Serangoon,1 Serangoon North Avenue 5,1.3723884,103.8675145,"cafe, point_of_interest, food, establishment",4,554915,A,Yes,Yes,Yes
4193,Toast Box (Greenwich V),"1 Seletar Road, #01-06 Greenwich V",1.3875841,103.869409,"cafe, restaurant, food, point_of_interest, store, establishment",1,807011,C,No,No,No
4194,The Coffee Bean & Tea Leaf,"1 Seletar Road, #02-01 Greenwich V",1.3876433,103.8690586,"cafe, food, point_of_interest, establishment",2,805960,A,Yes,Yes,Yes
4195,Hong Kong Street Old Chun Kee,"9V9C+W2, 107 Serangoon North Avenue 1, Singapore",1.3698385,103.8700303,"cafe, food, point_of_interest, store, establishment",3,550107,C,No,No,Yes
4196,Cafe 107,"107 Serangoon North Avenue 1, #01-671",1.3698289,103.8699268,"cafe, food, point_of_interest, store, establishment",1,550107,B,No,Yes,No
4197,Master Hua,"9V99+WX, 107 Serangoon North Avenue 1, Singapore",1.3698324,103.8701418,"cafe, food, point_of_interest, store, establishment",1,550107,A,No,No,No
4198,The Queen’s Grill,"Blk 107 Serangoon North Avenue 1, #01-671",1.3698386,103.8698648,"cafe, food, point_of_interest, store, establishment",3,550107,A,No,Yes,No
4199,Cafe at SGS,"21 Serangoon North Avenue 1, Singapore",1.3697695,103.869075,"cafe, food, point_of_interest, establishment",1,555889,A,Yes,Yes,Yes
4200,Ruyi Tanjong Rhu Wanton Noodles,"153a Serangoon North Avenue 1, #1",1.3697727,103.8718395,"cafe, food, point_of_interest, store, establishment",2,551153,C,No,No,Yes
4201,Kimly Coffeeshop Serangoon North Ave 1 (Blk 153A),"153A Serangoon North Avenue 1, #01-462",1.3697553,103.8719346,"cafe, food, point_of_interest, store, establishment",1,551153,C,Yes,No,Yes
4202,Yumace by Argentina Western Food @ 153 Serangoon,"153A Serangoon North Avenue 1, #01-462",1.3697936,103.8719934,"cafe, restaurant, food, point_of_interest, store, establishment",3,551153,B,Yes,Yes,No
4203,Spices & Curries,"153 Serangoon North Avenue 1, #01-464, Singapore",1.3699026,103.8721279,"cafe, store, food, point_of_interest, establishment",3,550153,B,Yes,Yes,No
4204,Jackson Mee Kia Da,"153 Serangoon North Avenue 1, Singapore",1.3702222,103.8722858,"cafe, store, food, point_of_interest, establishment",4,550153,B,Yes,Yes,No
4205,Qiang Sheng Seafood Kitchen,"153 Serangoon North Avenue 1, #1",1.3702222,103.8722858,"cafe, store, food, point_of_interest, establishment",4,550153,B,No,No,Yes
4206,Indulge,"152 Serangoon North Avenue 1, #01-336 Serangoon North Village",1.3694377,103.8722529,"cafe, food, point_of_interest, establishment",3,550152,B,Yes,No,Yes
4207,Guan Hock Tiong Eating House,"153 Serangoon North Avenue 1, #01-512",1.3704342,103.8724259,"cafe, store, food, point_of_interest, establishment",4,551153,B,Yes,No,Yes
4208,Rodfai Mookata,"153 Serangoon North Avenue 1, #01-512, Singapore",1.3705006,103.8724922,"cafe, store, food, point_of_interest, establishment",1,551153,C,Yes,Yes,No
4209,Toon Wah Eating House,"147 Serangoon North Avenue 1, #01-419 Block 147, Singapore",1.3683781,103.8721991,"cafe, store, food, point_of_interest, establishment",2,550147,C,No,No,Yes
4210,Choh Dee Place,"147 Serangoon North Avenue 1, Block 147",1.3684648,103.8723728,"cafe, store, food, point_of_interest, establishment",4,550147,A,Yes,Yes,Yes
4211,Jia Jia Vegetarian 佳佳素食 SERANGOON NORTH AVENUE 1 (实龙岗北1道),"147 Serangoon North Avenue 1, Block 147, Singapore",1.3683803,103.8723651,"cafe, store, food, point_of_interest, establishment",2,550147,C,Yes,No,No
4212,Mum's Ngoh Hiang Cafe,"Blk 154 Serangoon North Avenue 1, #01-442",1.3705445,103.8731427,"cafe, food, point_of_interest, establishment",2,550153,A,Yes,Yes,Yes
4213,Mummy Mixed Organ soup,"151a Serangoon North Avenue 1, Singapore",1.3694564,103.8731828,"cafe, store, food, point_of_interest, establishment",3,551151,A,Yes,No,No
4214,Long Yuan Teochew Fish Head Steamboat,"151a Serangoon North Avenue 1, #1",1.3694564,103.8731828,"cafe, store, food, point_of_interest, establishment",2,551151,B,No,Yes,Yes
4215,億玲手工麵,"151a Serangoon North Avenue 1, #1, Singapore",1.3694564,103.8731828,"cafe, store, food, point_of_interest, establishment",3,551151,B,Yes,Yes,Yes
4216,Kreme Cafe,"154 Serangoon North Avenue 1, #01-404 Serangoon North Village",1.3697689,103.8732685,"cafe, bakery, store, food, point_of_interest, establishment",3,550152,B,No,Yes,No
4217,Zhi Yuan Coffee Shop 际源咖啡店,"151A Serangoon North Avenue 2, #01-81",1.3695377,103.8735249,"cafe, store, food, point_of_interest, establishment",1,551151,A,Yes,No,No
4218,Golden Rooster 可爱鸡,"151A Serangoon North Avenue 2, Singapore",1.3693857,103.8736246,"cafe, store, food, point_of_interest, establishment",1,551151,A,No,No,Yes
4219,应该ok 咖啡店,"151A Serangoon North Avenue 2, Singapore",1.3693857,103.8736246,"cafe, store, food, point_of_interest, establishment",2,551151,B,Yes,No,Yes
4220,Lee Sim Meng,151A Serangoon North Avenue 2,1.3694036,103.8736311,"cafe, store, food, point_of_interest, establishment",1,551151,C,Yes,Yes,Yes
4221,Yong Li Coffee Station,"Blk 542B Serangoon North Avenue 3, #01-01, Singapore",1.3736807,103.871294,"cafe, store, food, point_of_interest, establishment",4,552542,B,No,Yes,No
4222,Hao You Ji Charcoal Roasted,"Blk 542B Serangoon North Avenue 3, #01-01, Singapore",1.3736663,103.8714516,"cafe, point_of_interest, food, store, establishment",2,552542,C,No,No,Yes
4223,Shuang Kitchen Ban Mian,Singapore,1.3741136,103.8700098,"cafe, point_of_interest, food, store, establishment",1,551546,C,No,No,No
4224,The Recess Co. Cafe,"6 Serangoon North Avenue 5, #06-09 Level 6, Foodcourt",1.3741459,103.8690969,"cafe, point_of_interest, food, store, establishment",3,554911,B,Yes,Yes,No
4225,Kappa Cafe,"6 Serangoon North Avenue 5, #06-09",1.374146,103.869097,"cafe, bakery, restaurant, point_of_interest, food, store, establishment",2,554911,B,Yes,No,No
4226,Roasted Delight 正宗港式烧腊,"546 Serangoon North Avenue 3, Block 546, Singapore",1.3743803,103.8702424,"cafe, point_of_interest, food, store, establishment",1,551546,B,Yes,Yes,No
4227,151 Coffee & Tea,151 Serangoon North Avenue 2,1.3694391,103.8743731,"cafe, point_of_interest, food, store, establishment",1,550151,C,No,No,Yes
4228,Wan Wan Xiang 碗碗香 three bowl good taste mala,"151 Serangoon North Avenue 2, Block 151, Singapore",1.3691887,103.8744295,"cafe, point_of_interest, food, store, establishment",4,550151,C,Yes,No,No
4229,KPT Pte Ltd,"504A Serangoon North Avenue 4, Singapore",1.3737756,103.8755933,"cafe, point_of_interest, food, store, establishment",1,555859,C,Yes,No,Yes
4230,He Ji Braised Duck,"504A Serangoon North Avenue 4, Singapore",1.3738185,103.8755943,"cafe, point_of_interest, food, store, establishment",3,555859,B,No,Yes,Yes
4231,Si Ye Hainanese Chicken Rice,504A Serangoon North Avenue 4,1.374004,103.8756918,"cafe, point_of_interest, food, store, establishment",3,555850,A,No,Yes,Yes
4232,KPT Jing Fish Soup - Sgn North Ave 4,"504A Serangoon North Avenue 4, #01-01 KPT Jing Fish Soup Stall",1.3739358,103.8758105,"cafe, restaurant, point_of_interest, food, store, establishment",1,555850,B,No,No,No
4233,Chng Li Chern Food & Beverage,10 Ang Mo Kio Industrial Park 2A,1.3769126,103.8688748,"cafe, point_of_interest, food, store, establishment",2,554809,C,Yes,No,No
4234,Bizlink Cafe,10 Buangkok View,1.3818752,103.8847889,"cafe, food, point_of_interest, establishment",2,539747,C,Yes,No,No
4235,Food Hub @ 631 Hougang,"Blk 631 Hougang Avenue 8, #01-06, Singapore",1.3707045,103.8815161,"cafe, food, point_of_interest, store, establishment",4,530631,B,Yes,No,Yes
4236,The Pasta & Tortizza,"Blk 631 Hougang Avenue 8, #01-06",1.3706219,103.8816849,"cafe, food, point_of_interest, store, establishment",4,530631,C,No,Yes,No
4237,Yi Xuan Seafood Zi Char,644 Hougang Avenue 8,1.3713543,103.8816001,"cafe, food, point_of_interest, store, establishment",4,530644,C,No,Yes,No
4238,Heng Heng Noodle (from Blk 644 in the 1990s),678 Hougang Avenue 8,1.3709407,103.8837852,"cafe, food, point_of_interest, store, establishment",3,530678,A,No,Yes,Yes
4239,678 Noodles - No Sign Board inside a Coffeeshop,678 Hougang Avenue 8,1.3709007,103.884278,"cafe, food, point_of_interest, store, establishment",2,530678,C,Yes,No,No
4240,Cream In A Cup,"678 Hougang Avenue 8, #01-515",1.3707776,103.884336,"cafe, food, point_of_interest, establishment",2,530678,B,Yes,No,Yes
4241,Treasures,946 Hougang Street 92,1.3747103,103.8812165,"cafe, food, point_of_interest, establishment",1,530946,C,No,Yes,Yes
4242,Taǐ Čafě,"674 Hougang Avenue 8, Singapore",1.3723281,103.8843563,"cafe, food, point_of_interest, establishment",1,530674,C,No,No,No
4243,luckin coffee - Hougang 1,"1 Hougang Street 91, #01-41",1.3754766,103.879913,"cafe, food, point_of_interest, store, establishment",3,538692,A,Yes,Yes,No
4244,Haji kai,"673 Hougang Avenue 8, Block 673",1.3725931,103.8848338,"cafe, point_of_interest, food, establishment",2,530673,C,Yes,No,No
4245,Curry Paradise,"932B Hougang Avenue 9, Singapore",1.3751917,103.8819002,"cafe, point_of_interest, food, store, establishment",4,532932,B,No,Yes,No
4246,Go Vegetarian 素藝之家,932 Hougang Avenue 9,1.3751789,103.8819802,"cafe, point_of_interest, food, store, establishment",2,532932,A,No,Yes,Yes
4247,Tastebud Coffeeshop,"932A Hougang Avenue 9, Singapore",1.3752521,103.8818449,"cafe, point_of_interest, food, store, establishment",3,531932,B,No,Yes,No
4248,Brostern,BLK 932 Hougang Avenue 9,1.3752078,103.8819743,"cafe, point_of_interest, food, store, establishment",4,530932,B,No,Yes,Yes
4249,Chuang Yi Seafood,"504A Serangoon North Avenue 4, Blk 504a CP, Singapore",1.374023,103.8757683,"cafe, point_of_interest, food, store, establishment",1,550501,A,Yes,Yes,Yes
4250,Traditional Coffee & Toast,51 Hougang Avenue 9,1.3751563,103.8829581,"cafe, point_of_interest, food, store, establishment",1,530917,A,No,Yes,No
4251,Kopi Kiosk,"1 Hougang Street 91, #01-19 Hougang 1, Singapore",1.3759516,103.8794144,"cafe, point_of_interest, food, store, establishment",1,538692,B,Yes,No,Yes
4252,Fun Toast Hougang 1,"1 Hougang Street 91, #01-28/29",1.3760614,103.8791547,"cafe, point_of_interest, food, store, establishment",2,538692,B,No,No,Yes
4253,Coffee 'O'/Tea,"51, #01-21 Hougang Avenue 9, Ci Yuan Hawker Centre, Ci Yuan Community Centre",1.375411,103.8829961,"cafe, point_of_interest, food, establishment",1,538776,C,Yes,No,Yes
4254,Srisun Express - Hougang Ave 8,"681 Hougang Avenue 8, #01-831, Singapore",1.3724956,103.8857173,"cafe, point_of_interest, food, store, establishment",1,530681,C,Yes,No,No
4255,Yi Huat Cafe & Eating House,681 Hougang Avenue 8,1.3732464,103.8853445,"cafe, point_of_interest, food, store, establishment",3,Unknown,C,Yes,Yes,Yes
4256,Hock Kee Coffeeshop,681 Hougang Avenue 4,1.3732852,103.8853378,"cafe, point_of_interest, food, store, establishment",2,Unknown,A,Yes,Yes,No
4257,Prawny Hae Mee / 蝦仔蝦麵,"681 Hougang Avenue 8, #01-809",1.3731764,103.8855664,"cafe, store, food, point_of_interest, establishment",1,530681,C,Yes,No,Yes
4258,Billion Coffee Shop,"50 Serangoon North Avenue 4, #01-30",1.3756499,103.8765585,"cafe, store, food, point_of_interest, establishment",2,555856,C,No,No,Yes
4259,Bgain 681 Old Street Coffee House,"681 Hougang Avenue 8, #01-853",1.3729099,103.8860381,"cafe, store, food, point_of_interest, establishment",1,530681,B,No,Yes,No
4260,New Hope Mixed Rice 兴旺什菜饭,"50 Serangoon North Avenue 4, Singapore",1.3756417,103.8762732,"cafe, store, food, point_of_interest, establishment",2,555856,B,Yes,Yes,Yes
4261,Zhen Zheng Handmade Pau 真蒸手工包,"Blk 682 Hougang Avenue 4, #01-346, Singapore",1.3736472,103.8856777,"cafe, store, food, point_of_interest, establishment",3,Unknown,C,Yes,Yes,Yes
4262,London Grill Japanese & Western Food,"50 Serangoon North Avenue 4, Singapore",1.3756365,103.8762494,"cafe, store, food, point_of_interest, establishment",3,555856,C,No,Yes,Yes
4263,Hougang Ming Ji Wanton Mee,,1.3736228,103.8857233,"cafe, store, food, point_of_interest, establishment",2,Unknown,C,No,No,Yes
4264,谢记牛肉汤,"681 Hougang Avenue 8, #01-853, Singapore",1.3729886,103.8860995,"cafe, store, food, point_of_interest, establishment",3,Unknown,B,Yes,No,Yes
4265,香港街成记,682 Hougang Avenue 8,1.3736077,103.8857578,"cafe, store, food, point_of_interest, establishment",3,Unknown,C,No,Yes,Yes
4266,Go2eat Express 682,"682 Hougang Avenue 4, Block 682, Singapore",1.3735946,103.8857786,"cafe, store, food, point_of_interest, establishment",1,Unknown,A,No,Yes,No
4267,BaBa Hainanese Curry Rice,"Blk 682 Hougang Avenue 4, #01-364, Singapore",1.3740364,103.885955,"cafe, store, food, point_of_interest, establishment",1,Unknown,B,Yes,No,No
4268,国昌 川味小厨 Mala xiang guo,"511 Hougang Avenue 10, Block 511 Block 511, Singapore",1.3720803,103.888954,"cafe, food, point_of_interest, store, establishment",1,530511,C,Yes,No,Yes
4269,Wufu Coffeeshop,"511 Hougang Avenue 10, Block 511 Block 511, Singapore",1.3720444,103.8888642,"cafe, food, point_of_interest, store, establishment",4,530511,A,No,Yes,No
4270,Su Mon Htet,Hougang Avenue 4,1.3713668,103.8879925,"cafe, food, point_of_interest, store, establishment",4,Unknown,A,No,Yes,No
4271,Hougang central,"805 Hougang Central, Coffeeshop below Multi-Storey Car Park",1.3709219,103.8931614,"cafe, food, point_of_interest, store, establishment",1,538757,B,No,No,Yes
4272,Central Eating House,"809 Hougang Central, Singapore",1.3712555,103.893633,"cafe, food, point_of_interest, store, establishment",1,530809,B,No,No,Yes
4273,Seng Huat Coffee House @ Hougang,"811 Hougang Central, Singapore",1.3719157,103.8937005,"cafe, food, point_of_interest, store, establishment",1,530811,B,No,No,No
4274,De Tian Coffee House,"524 Hougang Avenue 6, #01-125/129 Bedok Reservoir-Punggol Crest, Singapore",1.3741463,103.8908936,"cafe, food, point_of_interest, store, establishment",1,530524,B,Yes,No,Yes
4275,后港食閣,806 Hougang Central,1.3710897,103.8941358,"cafe, food, point_of_interest, store, establishment",2,530806,C,Yes,No,No
4276,San Hup Nasi Lemak,"524 Hougang Avenue 6, #01-125/129 Block 524, Singapore",1.3741383,103.8911105,"cafe, food, point_of_interest, store, establishment",2,530524,A,No,Yes,No
4277,Charcoal Master,"524 Hougang Avenue 6, Block 524, Singapore",1.3741792,103.890953,"cafe, food, point_of_interest, store, establishment",1,530524,B,No,Yes,Yes
4278,Yong Soon Cafe,"805 Hougang Central, #01-116, Singapore",1.3706393,103.8944685,"cafe, food, point_of_interest, store, establishment",1,530805,B,Yes,Yes,Yes
4279,Ding ji Lao Huo Tang 老火汤,邮政,1.373235,103.886822,"cafe, food, point_of_interest, store, establishment",1,Unknown,C,Yes,Yes,Yes
4280,Kangkar Mala Xiang Guo,"805 Hougang Central, #01-116, Singapore",1.3706122,103.8944951,"cafe, food, point_of_interest, store, establishment",1,530805,A,No,Yes,Yes
4281,Kopi Kiosk,"100 Hougang Avenue 10, #01-02 Kang Kar Mall",1.3717973,103.8941902,"cafe, food, point_of_interest, store, establishment",2,538767,A,No,Yes,Yes
4282,HK Roasted Delights 荣记香港烧腊,"805 Hougang Central, Singapore",1.3707241,103.8945045,"cafe, food, point_of_interest, store, establishment",2,530805,A,No,Yes,No
4283,Starbucks Hougang Mall,90 Hougang Avenue 10 02-11/19 Hougang Mall,1.3725735,103.8938408,"cafe, food, point_of_interest, establishment",2,538766,B,Yes,Yes,No
4284,Chef Kin HK Wanton Noodle (Hougang Mall),"90 Hougang Avenue 10, L4 Foodies' Garden",1.3725295,103.8939739,"cafe, food, point_of_interest, store, establishment",1,530810,C,Yes,No,No
4285,Su Mon Htet,Hougang Avenue 8,1.3746983,103.8882516,"cafe, food, point_of_interest, store, establishment",1,Unknown,B,No,No,No
4286,Zaiwang popiah,"Hougang Avenue 8, Blk 684",1.3742687,103.8866118,"cafe, food, point_of_interest, store, establishment",3,530684,B,Yes,No,Yes
4287,Bai Li Xiang Bee Hoon,"684 Hougang Street 61, #01-967, Singapore",1.3744557,103.8867472,"cafe, food, point_of_interest, store, establishment",4,Unknown,A,Yes,No,Yes
4288,FoodCity @ 529 Hougang,"529 Hougang Avenue 6, #01-245 Block 529, Singapore",1.375587,103.8907015,"cafe, store, food, point_of_interest, establishment",1,530529,A,No,Yes,No
4289,Jin Ho Jiak (HKM & Fried Kway Teow),"529 Hougang Avenue 6, #01-249, Singapore",1.3755561,103.8910576,"cafe, store, food, point_of_interest, establishment",1,530529,A,Yes,Yes,Yes
4290,GANG JIAO Mushroom Minced Meat Noodles,529 Hougang Avenue 6,1.3755624,103.8910304,"cafe, restaurant, store, food, point_of_interest, establishment",4,530529,B,No,No,Yes
4291,Soldier Chicken,Hougang Avenue 4,1.3745133,103.8860083,"cafe, store, food, point_of_interest, establishment",4,Unknown,C,Yes,Yes,No
4292,Broadway Coffeeshop @ 682 Hougang Ave 4,"682 Hougang Avenue 4, #01-300 S",1.3744934,103.8859742,"cafe, store, food, point_of_interest, establishment",1,Unknown,B,No,No,No
4293,咖啡店,"410 Hougang Avenue 10, Block 410, Singapore",1.373934,103.8945753,"cafe, store, food, point_of_interest, establishment",2,530410,A,Yes,No,Yes
4294,Chin Seng Popiah,"Hougang Avenue 4, Block 682",1.3745368,103.8859728,"cafe, store, food, point_of_interest, establishment",1,Unknown,A,Yes,Yes,Yes
4295,Boat Noodle Express,"118 Rivervale Drive, #01-K26, K27 Rivervale Plaza, Singapore",1.3855939,103.9019834,"cafe, point_of_interest, food, establishment",1,540118,C,Yes,Yes,No
4296,You fu seafood restuarant,"475 Upper Serangoon Crescent, Singapore",1.3754906,103.9006169,"cafe, point_of_interest, food, store, establishment",3,530475,B,Yes,Yes,No
4297,Hup Kee Braised Duck,"401 Hougang Avenue 10, #01-1158, Singapore",1.3748304,103.8972337,"cafe, point_of_interest, food, store, establishment",2,Unknown,C,Yes,No,Yes
4298,Shifa West Coast Indian Muslim Food,"475 Upper Serangoon Crescent, Singapore",1.3755363,103.9008751,"cafe, point_of_interest, food, store, establishment",1,530475,A,Yes,Yes,Yes
4299,KPT Kopitiam - Blk 401 Hougang Ave 10,"401 Hougang Avenue 10, #01-1158",1.3749097,103.8972003,"cafe, restaurant, point_of_interest, food, store, establishment",1,Unknown,B,No,No,No
4300,Yi Jia Bakery & Cafe,"401 Hougang Avenue 10, #01-1164, Singapore",1.3748385,103.8969522,"cafe, point_of_interest, food, establishment",1,530401,B,Yes,Yes,No
4301,Jacob & Bean Home Cafe (Takeaways only),475b Upper Serangoon Crescent,1.3758799,103.8999671,"cafe, point_of_interest, food, store, establishment",4,532475,B,Yes,No,No
4302,ParkEdge Coffee Pick Up,"473D Upper Serangoon Crescent, #15-359",1.3766934,103.9017568,"cafe, point_of_interest, food, store, establishment",4,538473,C,Yes,Yes,No
4303,Parkview Coffee.,471B Upper Serangoon Crescent,1.3781143,103.9009254,"meal_takeaway, cafe, restaurant, point_of_interest, food, store, establishment",2,531471,C,No,No,Yes
4304,Fried Rice Story,"476D Upper Serangoon View, #02-05 Hougang Capeview",1.3773773,103.9037958,"cafe, point_of_interest, food, store, establishment",2,531476,C,No,Yes,Yes
4305,Kopi Kiosk,"476D Upper Serangoon View, #02-05 Hougang Capeview",1.3777046,103.9036952,"cafe, point_of_interest, food, store, establishment",3,530476,C,No,Yes,Yes
4306,Tai Wah Chok Kee Coffee Shop Hougang,"435A Hougang Avenue 8, Singapore",1.3776861,103.8939497,"cafe, point_of_interest, food, store, establishment",1,531435,A,No,No,No
4307,坤 Seafood,"435A Hougang Avenue 8, Singapore",1.3779847,103.8940543,"cafe, point_of_interest, food, store, establishment",1,531435,C,No,No,Yes
4308,King Umar Prata Hut,"435A Hougang Avenue 8, Singapore",1.3779847,103.8940543,"cafe, point_of_interest, food, store, establishment",2,531435,A,No,Yes,No
4309,FU LEE SEAFOOD(SK 170) PTE LTD,"170A Sengkang East Drive, Singapore",1.3861697,103.908357,"cafe, food, point_of_interest, store, establishment",1,541170,A,Yes,Yes,No
4310,9’s Coffee Shop (Halal),"170A Sengkang East Drive, Singapore",1.3862771,103.9081466,"cafe, food, point_of_interest, store, establishment",4,541170,C,Yes,No,Yes
4311,富俐海鲜,170A Sengkang East Drive,1.3864308,103.9086524,"cafe, food, point_of_interest, store, establishment",2,541170,C,No,Yes,Yes
4312,9S,170A Sengkang East Drive,1.3864308,103.9086524,"cafe, food, point_of_interest, store, establishment",2,541170,B,Yes,Yes,Yes
4313,L&M @ 170A Sengkang East Drive,170A Sengkang East Drive,1.3864308,103.9086524,"cafe, food, point_of_interest, store, establishment",1,541170,C,Yes,No,No
4314,Yu Pan,170 Sengkang East Drive,1.3864631,103.9084845,"cafe, food, point_of_interest, store, establishment",2,540170,C,Yes,No,Yes
4315,Charcoal Master,170A Sengkang East Drive,1.386495,103.908455,"cafe, food, point_of_interest, store, establishment",1,541170,A,No,No,Yes
4316,De Tian Eating House,"170A Sengkang East Drive, Singapore",1.3865497,103.9085929,"cafe, food, point_of_interest, store, establishment",2,541170,A,Yes,No,No
4317,Brew with Grace,"171B Sengkang East Drive, Singapore",1.3867061,103.910347,"cafe, food, point_of_interest, establishment",3,542171,C,No,Yes,No
4318,Kopi Kiosk,"118 Rivervale Drive, #02-14 Rivervale Plaza, Singapore",1.3853568,103.9018505,"cafe, food, point_of_interest, store, establishment",1,544583,B,Yes,Yes,No
4319,CHOMP! @ Rivervale Plaza,"Blk 118 Rivervale Drive, #01-38",1.3855939,103.9019834,"cafe, restaurant, food, point_of_interest, establishment",4,540118,A,No,Yes,No
4320,Sweet Reservations Rivervale Plaza,"118 Rivervale Drive, #01-K20, K21 Rivervale Plaza, Singapore",1.3855939,103.9019834,"cafe, food, point_of_interest, store, establishment",1,540118,B,No,Yes,No
4321,Common Grill @ Space@Tampines,"18 Tampines Industrial Crescent, #01-16 Space@Tampines",1.3753869,103.930532,"cafe, point_of_interest, food, store, establishment",2,528604,A,No,Yes,No
4322,Food Loft,"18 Tampines Industrial Crescent, Singapore",1.3753869,103.930532,"cafe, point_of_interest, food, store, establishment",1,528604,C,Yes,Yes,No
4323,Barnhouse,"1 Tampines North Drive 3, #01-01",1.372391,103.9351206,"cafe, point_of_interest, food, establishment",4,528499,C,No,Yes,No
4324,Kudap-kudap,Pasir Ris Street 71,1.3755676,103.9373989,"cafe, food, point_of_interest, establishment",1,Unknown,B,Yes,No,Yes
4325,Dan Lao Scrambled Egg Rice (Pasir Ris West Plaza),735 Pasir Ris Street 72,1.3797473,103.9363331,"cafe, point_of_interest, food, store, establishment",1,510735,A,Yes,Yes,No
4326,Kopitiam Corner,"735 Pasir Ris Street 72, #01-364 West Plaza, Singapore",1.3799219,103.936268,"cafe, point_of_interest, food, store, establishment",1,510735,B,Yes,Yes,Yes
4327,Kopi Kiosk,"735 Pasir Ris Street 72, #01-364 West Plaza, Singapore",1.3797998,103.9366789,"cafe, point_of_interest, food, store, establishment",2,510734,A,No,Yes,Yes
4328,The Chic Boutique,736 Pasir Ris Drive 10,1.3795753,103.9375341,"cafe, point_of_interest, food, establishment",1,510736,B,Yes,Yes,No
4329,Fin Coffee Co.,641A Tampines Street 62,1.3663738,103.9438213,"cafe, store, food, point_of_interest, establishment",1,521641,B,No,Yes,Yes
4330,Grandma's Taste Ipoh Claypot - 623 Elias,"623 Elias Road, #01-02 COFFEE UNITED COFFEESHOP",1.3778329,103.9422465,"cafe, store, food, point_of_interest, establishment",3,510623,A,No,Yes,No
4331,Alishan Taiwanese Cuisine,623 Elias Road,1.3777669,103.9423504,"cafe, store, food, point_of_interest, establishment",3,510623,B,No,No,No
4332,Kopi Kia Elias Cafe （咖啡仔来了）,"Elias Road, Elias Mall",1.3778051,103.9423897,"cafe, store, food, point_of_interest, establishment",2,510623,A,No,No,Yes
4333,Coffee United,623 Elias Road,1.3777411,103.9425758,"cafe, store, food, point_of_interest, establishment",2,510623,B,No,Yes,No
